MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
71418769	SLD	339900	319500	8/6/2012	12/21/2012		147	99	25 Rock Street	Woburn	MA	01801		3	2	1994	58	10000	Janis M. Berry	Coldwell Banker Residential Brokerage - Waltham	(781) 893-0808	Lock Box, Appointment Required, Other (See Special Showing Instructions)	Charming expanded Cape Cod home situated in a gorgeous cul-de-sac Westside neighborhood location. Featuring 3-4BR’s, 2BA’s, fully appl’d kitchen, FP’d livrm, frml dinrm w/cathedral ceiling, skylight & slider, famrm w/slider to deck (could be 4thBR), att’d garage w/int access, full unfin’d bsmnt for future playrm or man cave, large yard & more!  Exuding charm, space & cul-de-sac location, it's the home you’ve been looking for!	Cape	1	1	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Aluminum;Exterior Features:Deck - Wood, Gutters, Screens;Insulation:Unknown;Electric:100 Amps;Interior Features:Cable Available;Hot Water:Tank;	SF	Rock Street	25	25	http://media.mlspin.com/photo.aspx?mls=71418769	
71457420	SLD	320000	320000	11/14/2012	12/21/2012		14	2	17 Hilltop Ter	Woburn	MA	01801		3	1	1331	61	8100	Marianne McCourt	Century 21 Commonwealth	(781) 729-7777	Call ShowingTime at 888-627-2775	IDEAL OPPORTUNITY FOR FIRST TIME BUYER OR DOWNSIZER. 3+ bedrooms! Clean, efficient, updated, & ready to move in. Central air 2012, hot water heater 2011, updated electric, newer furnace & 2011 Roth oil tank! Newer windows throughout, 3 year young tiled bath, newer kitchen cabinets, freshly painted w/crown moldings. Fireplace living room, ALL HARDWOOD! Plenty of closets. Attached garage for very easy access, huge fenced lot allows for possible expansion.Enjoy gorgeous views from your kitchen deck	Cape		1	Steam, Oil					Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:220 Volts, 200 Amps;Interior Features:--;Hot Water:Oil;	SF	Hilltop Ter	17	17	http://media.mlspin.com/photo.aspx?mls=71457420	
71455251	SLD	319900	310500	11/7/2012	12/24/2012		43	5	13 Fisher Terrace	Woburn	MA	01801		3	1.5	1232	61	10600	Jean Cullinane	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Lock Box, Appointment Required	Lovely 3 Bedroom Colonial with front to back fireplace living room, brand new heating system, replacement windows, hardwood floors, deck and a breezeway with an attached garage.  Located only minutes from shopping, restaurants, highways and transportation.  This home is a must see!!	Colonial	1	1	Hot Water Baseboard, Oil		Wyman			Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Disposal;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;	SF	Fisher Terrace	13	13	http://media.mlspin.com/photo.aspx?mls=71455251	
71352937	SLD	747900	705000	3/16/2012	12/26/2012		285	217	11 Fairway Drive	Woburn	MA	01801		5	3.5	3600	17	15512	Eileen Doherty	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Appointment Required, Sign	One of a kind! A custom dream home that can be yours! This stunning CE col overlooking Woburn Country Club has everything you could want. 30' expansive kit is a cook's delight open to 22' cath ceiling familyrm, 2 level deck w/hot tub, all w/views of the 1st fairway!  Lge ensuite mstr w/jacuzzi tub & sep shwr has pvt access to great rm over gar, w/sep stairs to gar, great for home office. LL boasts fabulous 4 rm inlaw w/sliders to pvt patio & full sz windows. When only the best is good enough!	Colonial	1	2	Forced Air, Gas		Reeves	Joyce	Woburn High	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Disposal, Compactor, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Deck, Deck - Composite, Patio, Covered Patio/Deck, Gutters, Hot Tub/Spa, Storage Shed, Professional Landscaping, Sprinkler System, Fenced Yard;Insulation:Fiberglass;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Fairway Drive	11	11	http://media.mlspin.com/photo.aspx?mls=71352937	
71440540	SLD	315000	298000	9/26/2012	12/27/2012		49	49	61 Mishawum Rd	Woburn	MA	01801		3	1.5	1578	115	6000	Suzanne DiMeco	Boston Green Realty	(617) 262-3075	Call List Agent, Lock Box, Appointment Required	**PRICED REDUCED** **MOTIVATED SELLERS** Enjoy this charming turn of the century Colonial situated on a gorgeous lot with private backyard perfect for grilling! Home Features: Enclosed HOT TUB w/Two Skylights, Huge Eat-in kitchen w/WOOD FIRED PELLET STOVE, two Built-in China cabinets in diningroom, large office, natural woodwork and lots of character throughout! Upgrades Include: New electrical, Roof, Windows and gas hot water tank & furnace. Bonus attic space w/much potential to expand.	Colonial	1	1	Central Heat, Forced Air, Gas		Wyman	Kennedy	Woburn High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Other (See Remarks);Appliances:Dishwasher, Disposal, Refrigerator, Freezer, Washer, Dryer;Foundation:Fieldstone, Irregular;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Hot Tub/Spa;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Sauna/Steam/Hot Tub, Walk-up Attic;Hot Water:Natural Gas;	SF	Mishawum Rd	61	61	http://media.mlspin.com/photo.aspx?mls=71440540	
71319628	SLD	292000	293249	12/15/2011	12/28/2012		41	40	19 Day Cir	Woburn	MA	01801		3	1	1339	60	10500	Michael P. Rodriguez	Real Home Services and Solutions, Inc.	(770) 612-7396	Lock Box, Go Direct	Bank Owned. Property being sold in "as is" condition. All offers are contingent upon receipt of a fully executed and mutually acceptable P&S agreement, including all of sellers addendums. The acceptance of good faith monies in escrow without an executed sales agreement does not bind the seller.	Ranch		0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Composition Shingles;Floor:Hardwood;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Pool - Inground;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Day Cir	19	19	http://media.mlspin.com/photo.aspx?mls=71319628	
71452255	SLD	204900	204900	10/29/2012	12/28/2012		29	1	21 Pearl Street	Woburn	MA	01801	North Woburn 	2	1	1229	59	7200	William J. Wolfe	Wilson Wolfe Real Estate	(978) 658-2345	Call List Office, Lock Box	Pretty cape with 5 finished rooms - living rm, dining rm, kitchen, two bedrooms and bath.  Hardwood flooring, location convenient to highways and shopping.  The yard is level	Cape	1	0	Hot Water Baseboard, Oil		Linscott	Kennedy	Woburn High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Walk-up Attic;Hot Water:Tankless;	SF	Pearl Street	21	21	http://media.mlspin.com/photo.aspx?mls=71452255	
71455129	SLD	519900	505000	11/7/2012	12/28/2012		21	9	4 Sedgewick Park	Woburn	MA	01801		5	3.5	3209	29	33385	Lorrie Parajeckas	Century 21 Commonwealth	(781) 729-7777	Call ShowingTime at 888-627-2775	Sparkling, well maintained & freshly painted 5 bedroom custom colonial on 3/4 acre has a versatile floor plan for everyday living & entertaining! Amenities include a spectacular sun splashed family room w/floor to ceiling fireplace, spacious eat in kitchen, game room w/wet bar on the lower level, en-suite 5th bedroom, & huge deck overlooking a large private yard & pool. A lovely neighborhood setting just steps to the White Elem School. A commuter’s dream minutes to bus, train & all major routes!	Colonial	1	0	Hot Water Baseboard, Gas		White	Kennedy	Woburn	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Disposal, Compactor, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Pool - Above Ground, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Decorative Lighting;Insulation:Full, Fiberglass;Electric:110 Volts, 220 Volts, Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available, Wetbar;Hot Water:Natural Gas;	SF	Sedgewick Park	4	4	http://media.mlspin.com/photo.aspx?mls=71455129	
71458303	SLD	409900	460000	11/16/2012	12/28/2012		11	11	7 Granny Smith Lane	Woburn	MA	01801	North Woburn 	3	3	1688	19	12118	Jessica Sherman-Anderson	RE/MAX Encore	(978) 988-0028	Call ShowingTime at 888-627-2775	Accepted offer pending signatures, taking back-up offers. This neighborhood and home should not disappoint. Vinyl siding, fenced yard, garage, hardwood floors, gas fireplace, front to back living room, first floor office or den, 2 finished rooms in basement and 3/4 bath, catheral master with walk in closet and master bath, deck, irrigation system, farmers porch, and more. N. Woburn area minutes to Rte 93/95/3 and busline accessible around the corner. Will not last!  Move in ready.	Colonial	1	1	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Pool - Above Ground, Storage Shed, Sprinkler System, Fenced Yard;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;	SF	Granny Smith Lane	7	7	http://media.mlspin.com/photo.aspx?mls=71458303	
71347969	SLD	564900	582000	3/6/2012	1/3/2013		282	118	226 Washington St. Lot 2	Woburn	MA	01801		4	2.5	2172	3	13427	Robert Mee	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Call List Agent, Sign	Brand New 7 Lot Subdivision!  Brand new 8 room, 4 bedroom 2 1/2 bath Colonial.  Builder will allow you to make changes, pick your appliances and colors.  Also there are 6 other lots you can pick from.  Builder will offer other house styles and plans or have it built to fit your requirements. The builder will work with you from the start to finish. These homes will all be Energy Star.  Top quality construction throughout.  Call listing agent for more information.  (Home is to be built)	Colonial	1	2	Forced Air, Gas		Good Year	Kennedy Middle	Woburn High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Washington St. Lot 2	226	226	http://media.mlspin.com/photo.aspx?mls=71347969	
71455008	SLD	359900	355000	11/6/2012	1/10/2013		70	27	4 Playstead Ave	Woburn	MA	01801		3	2	1680	63	10330	Jay Testa	North Atlantic Realty Group	(774) 413-5432	Call List Agent, Lock Box	Come see this beautifully renovated custom cape that shows like new construction.This home sits on a nice corner lot in a highly desirable part of town, and includes a luxurious 1st floor master suite w/custom Marble walk-in shower & large walk-in closet, high end kitchen cabinets w/Granite counters & Stainless Steel Appliances,Hardwood floors throughout, Central A/C, vinyl siding, new roof & windows, updated electrical,all new plumbing and Gas heating system.	Cape	1	1	Forced Air, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Gutters, Professional Landscaping, Screens;Insulation:--;Electric:100 Amps;Interior Features:--;Hot Water:--;	SF	Playstead Ave	4	4	http://media.mlspin.com/photo.aspx?mls=71455008	
71348548	SLD	549900	535700	3/8/2012	1/11/2013		238	159	226 Washington St. Lot 6	Woburn	MA	01801		4	2.5	2172	3	12152	Robert Mee	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Call List Agent, Sign	Brand New 7 Lot Subdivision! 8 room, 4 bedroom 2 1/2 bath Colonial.  Builder will allow you to make changes, pick your appliances and colors.  Also there are 4 other lots.  Builder will offer other house styles and plans or have it built to fit your requirements. The builder will work with you from the start to finish. These homes will all be Energy Star.  Top quality construction throughout, including Pella windows. Home is to be built.  Add a bonus room above garage for $569,900.	Colonial	1	2	Forced Air, Gas		Good Year	Kennedy Middle	Woburn High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Other (See Remarks);Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Washington St. Lot 6	226	226	http://media.mlspin.com/photo.aspx?mls=71348548	
71438657	SLD	289900	296500	9/22/2012	1/28/2013		73	30	668 Main St	Woburn	MA	01801	Central Square 	3	1	1312	165	5420	Jeannie Mcclean	Century 21 Advance Realty	(781) 395-2121	Call List Agent, Lock Box, Appointment Required, Sign	New England Colonial--just rehabbed-- Brand new granite/stainless cab kit w/ breakfast bar, new ceramic-tile bath. Gleaming HW flrs thru-out. Central air. Loads of charm--beaut woodwork and original ceiling medallions in LR & DR. Walk-up attic w/skylight.  Other updates include new tilt-in thermo windows, deck, architectural-shingle roof, ext and interior paint.  Electric and plumbing updated.. Nice yard. Minutes to highway. Truly move-in condition!	Colonial	1	0	Forced Air, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles;Exterior Features:Deck;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Walk-up Attic;Hot Water:--;	SF	Main St	668	668	http://media.mlspin.com/photo.aspx?mls=71438657	
71450033	SLD	410000	393000	10/22/2012	1/31/2013		169	24	16 Buckman Ct	Woburn	MA	01801		3	2.5	2558	27	7250	Sven Andersen	RE/MAX Leading Edge	(781) 729-5505	Lock Box, Appointment Required, Call ShowingTime at 888-627-2775	Located on a cul de sac, this 3 BR colonial features granite counters, oak cabinets, ceiling fan, recessed lighting, tile floor, and pantry w/ built-ins. The DR has HW floor, twin ceiling fans, and exits to a Trex deck. Beautiful fieldstone fireplace in the front to back living room, then step out to a 2nd deck and fenced yard. Two closets, tiled laundry room w/ double closets and 1/2 bath complete this level. The 2nd level features 3 BRS w/ ceiling fans, walk-in closet, vanity & tiled bath.	Colonial	1	0	Hot Water Baseboard, Gas		Goodyear	Joyce	Woburn	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Compactor, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck;Insulation:--;Electric:220 Volts, Circuit Breakers;Interior Features:Laundry Chute;Hot Water:Natural Gas;	SF	Buckman Ct	16	16	http://media.mlspin.com/photo.aspx?mls=71450033	
71455088	SLD	269000	260000	11/7/2012	1/31/2013		8	8	10 Rumford Park Ave	Woburn	MA	01801		3	1.5	896	45	7239	Lamacchia Team	McGeough Lamacchia Realty, Inc	(617) 924-6563	Lock Box, Appointment Required, Call ShowingTime at 888-627-2775	Cozy ranch features 3 beds and 1.5 baths! Roof, gutters and windows were replaced in 2006! Hardwood floors under carpeting. A landscaped, fenced in backyard features a brick patio and shed! Close to Rt. 128, commuter rail and shopping! Will not last at this great price, schedule your showing today!	Ranch	1	0	Electric Baseboard, Electric		Linscott	Kennedy	Woburn	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Gutters, Storage Shed;Insulation:Full, Fiberglass;Electric:110 Volts, 220 Volts, Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Electric;	SF	Rumford Park Ave	10	10	http://media.mlspin.com/photo.aspx?mls=71455088	
71457805	SLD	374900	364950	11/12/2012	1/31/2013		59	14	72 Mt. Pleasant Street	Woburn	MA	01801		4	2.5	2193	64	10520	Maryellen Maher	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Lock Box, Appointment Required, Sign	Great property for extended families!  Come view this spacious 6 rm. Cape with legal 3 rm inlaw appartment. Main level features  3 bedrms, 1 1/2 baths, frpl. livingrm, office, hardwood floors throughout.  Finished familyroom in lower lever with access to garage.  Nice private lot.  Easy access to shopping and major routes.	Cape	1	1	Hot Water Radiators, Gas				Woburn	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Natural Gas;	SF	Mt. Pleasant Street	72	72	http://media.mlspin.com/photo.aspx?mls=71457805	
71457947	SLD	365412	355000	11/15/2012	1/31/2013		72	36	10 Glenwood Ave	Woburn	MA	01801		3	2.5	1882	56	11900	Constance Doto	Connie Doto Realty Group	(978) 683-0004	Call List Office	Sprawling west side ranch. This home features 2 fireplaces, a new addition 5 years old, which has vaulted ceilings, fireplace, dining area and bedroom. Perfect for In-law. Lower level finished with bathroom option for in-law or a game room. Convenient to major highways and shopping.	Raised Ranch	1	0	Hot Water Baseboard					Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Deck - Vinyl;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas;	SF	Glenwood Ave	10	10	http://media.mlspin.com/photo.aspx?mls=71457947	
71332546	SLD	260000	254000	1/30/2012	2/4/2013		359	337	56 Prospect Street	Woburn	MA	01801		3	1	1674	185	6165	Thomas Morrissey	eXp Realty	(888) 854-7493	Call ShowingTime at 888-627-2775	A Steal At $270k!  Don't Miss Out On This One! Bright and Sunny Solid 7 Room 3+ Bedroom Colonial in Great Shape. Gleaming Hardwood floors and Updates Through Out, Formal Dinning Room, Great fenced in yard with Playset and Shed and Perennial's Flowers.	Colonial	1	0	Hot Water Radiators, Oil					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Disposal, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:--;Exterior Features:Porch;Insulation:Unknown;Electric:220 Volts, Circuit Breakers;Interior Features:--;Hot Water:Oil;	SF	Prospect Street	56	56	http://media.mlspin.com/photo.aspx?mls=71332546	
71415135	SLD	309900	292500	7/26/2012	2/4/2013		148	148	1 Spring Court	Woburn	MA	01801		4	2.5	1944	61	7223	Maryellen Maher	Century 21 Crowley - Braese	(781) 933-0005	Call List Office, Lock Box, Key in Office, Appointment Required, Sign	Don't miss out on this impeccably maintained four bedrm custom cape with a two car attached garage.  Home features frpl. livingrm, formal diningrm., den, 2 1/2 baths, potential room on second floor for fifth bedroom.  Two additional bonus rooms in lower level great for entertaining with frpl. and bar.  Hardwood floors, central vac, security system.  Easy access to major routes.	Cape	1	2	Hot Water Baseboard, Oil		Shamrock		Woburn	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Vacuum System;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Vinyl, Brick;Exterior Features:Patio;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Oil;	SF	Spring Court	1	1	http://media.mlspin.com/photo.aspx?mls=71415135	
71414133	SLD	219900	217000	7/25/2012	2/11/2013		185	121	990 Main St	Woburn	MA	01801	North Woburn 	4	1.5	2200	66	5600	Derek B. Amato	RE/MAX Prestige	(781) 272-8100	Appointment Required, Sign, Call ShowingTime at 888-627-2775	Large Single Family home in N Woburn. This home was previously a store front with living quarters on the second floor. The home was converted to a single family home over 14 years ago.  The 2nd floor offers 2Bdrm and 1 Full Bath. 1st floor offers an open floor plan which can be adjusted to suit your needs. Newer heating & NewHot water.	Colonial	2	0	Hot Water Baseboard, Gas					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Range, Dishwasher;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl, Brick, Stone;Exterior Features:Deck - Wood, Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps, 150 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Main St	990	990	http://media.mlspin.com/photo.aspx?mls=71414133	
71440852	SLD	236000	236000	9/27/2012	2/15/2013		191	34	8 Frank Street	Woburn	MA	01801		2	1	960	59	9230	Michelle Fermin	RE/MAX Prestige	(978) 689-2880	Call ShowingTime at 888-627-2775	Sales price must meet at least full list price.  No seller concessions allowed.  Buyers agent to verify all MLS data.  Buyer to obtain smoke certificate.  Seller will not do any repairs or turn on utilities.  Property being sold as is and subject to HUD guidelines 24CFR206.125	Ranch		1	Oil					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:--;Foundation:Irregular;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Frank Street	8	8	http://media.mlspin.com/photo.aspx?mls=71440852	
71442423	SLD	269900	260000	10/1/2012	2/15/2013		135	49	22 Bryant	Woburn	MA	01801		3	1	1266	75	10120	Eleanor McComiskey	Prudential Preferred Realty	(781) 933-7200	Call List Office, Lock Box, Appointment Required	Well Maintained Three bedroom cape offers new heating system, newer tilt windows, vinyl siding , oak cabinets.and Beautiful level yard. The partially finished basement offers many possibilities.	Cape	1	0	Gas					Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas;	SF	Bryant	22	22	http://media.mlspin.com/photo.aspx?mls=71442423	
71448351	SLD	629900	595000	10/17/2012	2/15/2013		47	35	6 Crawford Drive	Woburn	MA	01801		5	3	3096	60	15840	Beverly Dagostino	Century 21 Commonwealth	(781) 729-7777	Lock Box, Appointment Required, Call ShowingTime at 888-627-2775, Pets on Premises	MOTIVATED SELLER!!!!This lovely 10 room, 5 bdrm,3 full bth colonial in the much desired Westside location! A stunning home offering gleaming hardwood floors throughout, a large eat-in-kitchen,1st floor sunken familyroom w/gas stove that overlooks a summertime oasis! A 1st floor suite w/steam room, is perfect for extended family! Updated heat,C/A, windows, roof & more w/an additional 26X30 garage for the tradesman! All with easy access to shopping, the Reeves School & Rt 128!	Colonial	1	2	Forced Air, Hot Water Baseboard, Oil		Reeves	Joyce	WHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood, Stone / Slate;Appliances:Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Pool - Above Ground, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Screens, Fenced Yard;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System, Cable Available, Sauna/Steam/Hot Tub, French Doors;Hot Water:Oil;	SF	Crawford Drive	6	6	http://media.mlspin.com/photo.aspx?mls=71448351	
71469293	SLD	275000	275000	1/7/2013	2/15/2013		129	3	3 E. Nichols St	Woburn	MA	01801		2	1	1450	85	3372	Maureen Fuccillo	Century 21 Commonwealth	(781) 729-7777	Appointment Required, Call ShowingTime at 888-627-2775	MOVE IN CONDITION,  THE PERFECT STARTER HOME, BETTER THAN CONDO LIVING!!  This colonial has MANY-updates throughout.  Large spectacular kitchen, with double oven, silestone countertops,  cathedral ceilings w/skylight, step down dining area. Newer windows, central air, h/w pine floors, freshly painted throughout.  Custom walk-in tile shower with  multiple shower-heads and built in benches. Recessed lighting throughout.  Easy access to major routes!	Colonial	1	1	Hot Water Baseboard, Hot Water Radiators, Gas		Altavesta	Kennedy	Woburn High	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave;Foundation:Fieldstone;Construction:Frame;Exterior:Wood, Vinyl;Exterior Features:Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Tank;	SF	E. Nichols St	3	3	http://media.mlspin.com/photo.aspx?mls=71469293	
71461120	SLD	229900	225800	11/29/2012	2/20/2013		22	13	14 Frances Rd	Woburn	MA	01801		3	1	1240	63	7200	Karen Alderman	Bay State Homes Real Estate	(781) 935-5601	Lock Box, Appointment Required, Sign, Call ShowingTime at 888-627-2775	Nice neighborhood, beautiful lot, affordable home!  Great Cape with eat-in kitchen, living room and 2 BRs on the 1st floor.  2nd floor could be used as master suite or sectioned off into bedroom & office area or used as a family room....... or, Your Choice rooms!  Basement is set up with work shop area.  This is a Fannie Mae HomePath property.  Purchase this property for as little as 3% down!  This property is approved for HomePath Renovation Mortgage Financing.  Open House Sunday 12/2 2:30-4:00	Cape	1	0	Hot Water Baseboard, Oil					Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Other (See Remarks);Construction:--;Exterior:--;Exterior Features:Porch - Enclosed, Fenced Yard;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Frances Rd	14	14	http://media.mlspin.com/photo.aspx?mls=71461120	
71464004	SLD	384900	385500	12/11/2012	2/22/2013		31	4	3 Clark  St	Woburn	MA	01801		4	2	1562	59	7500	Kwang O. Kim	New Star Realty & Investment	(781) 259-4989	Call List Agent	A turn key house on a quiet street.  Many updates done on the house in the past 5 years.  Close to major highways for the commuters and minutes from the commuter rail for those who prefer the public transportation.  Very easy to show.  Potential in-law in the basement which has additional 900 square feet of living area.	Ranch	1	1	Hot Water Baseboard, Oil				Woburn	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Brick;Exterior Features:Patio, Storage Shed, Fenced Yard;Insulation:--;Electric:110 Volts;Interior Features:--;Hot Water:Oil, Tank;	SF	Clark  St	3	3	http://media.mlspin.com/photo.aspx?mls=71464004	
