MLSNUM	STATUS	LISTPRICE	SOLDPRICE	LISTDATE	SOLDDATE	EXPIREDDATE	DOM	DTO	ADDRESS	CITY	STATE	ZIP	AREA	BEDS	BATHS	SQFT	AGE	LOTSIZE	AGENTNAME	OFFICENAME	OFFICEPHONE	SHOWINGINSTRUCTIONS	REMARKS	STYLE	LEVEL	GARAGE	HEATING	COOLING	ELEMENTARYSCHOOL	JUNIORHIGHSCHOOL	HIGHSCHOOL	OTHERFEATURES	PROPTYPE	STREETNAME	HOUSENUM1	HOUSENUM2	PHOTOURL	
71182080	SLD	365000	333000	1/25/2011	7/21/2011		176	145	1 Meadowbrook Rd	Bedford	MA	01730		3	2	2056	56	40700	Marie Ciancarelli	Coldwell Banker Residential Brokerage - Brookline	(617) 731-2447	Call List Agent, Lock Box, Appointment Required	ATTENTION developers and all others ready to do the work and reap the rewards! Assessed at $461,800. Home sits back from the road on a .93 acre pretty wooded lot.1st level has hard wood floors with well proportioned rooms and is unique with an attached greenhouse .Lower level has family room space, laundry, shower, half bath and an enclosed patio. Roof 2010, 2 car detached garage.	Ranch	1	3	Hot Water Baseboard, Oil		Davis/Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Patio - Enclosed, Storage Shed, Greenhouse;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;	SF	Meadowbrook Rd	1	1	http://media.mlspin.com/photo.aspx?mls=71182080	
71231023	SLD	650000	642500	5/11/2011	7/21/2011		36	26	433 Concord Road	Bedford	MA	01730	West Bedford 	4	3.5	3010	86	31225	Team Suzanne and Company	Keller Williams Realty Boston Northwest	(978) 369-5775	Call ShowingTime at 888-627-2775	Proudly presenting a classic, beautiful home w/ updates in all the right places! This colonial, conveniently located on the Concord line, offers the perfect blend of timeless detail + quality renovations. Stunning kitchen w/ natural cherry cabinets, granite counters. Front to back LR w/built-ins, FP, French doors. Southern exposure sun room. Grand master suite w/sitting area, double closets ,luxurious spa bath w/ radiant floor! Wide pine, hardwood, beautiful woodwork,wainscoting. Expansive deck!	Colonial	1	2	Hot Water Radiators, Gas		DavisK-2Lane3-5	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood, Pine;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Pool - Above Ground, Gutters, Storage Shed, Professional Landscaping;Insulation:Full, Blown In;Electric:--;Interior Features:Security System, Cable Available, Walk-up Attic, French Doors;Hot Water:Natural Gas;	SF	Concord Road	433	433	http://media.mlspin.com/photo.aspx?mls=71231023	
71217833	SLD	389000	382000	4/16/2011	7/22/2011		177	58	78 Springs Road	Bedford	MA	01730		3	2	977	18	5000	Debbie Spencer	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	Amazing opportunity to live in a unique sun-filled home w/ a great "in-town" location. This bright & cheerful home is move-in ready for a small family who wants something out of the ordinary. You will be astonished at the wonderful open flow among all of the rms & the architectural details in this one-of-kind home. With 3 brs, 2 full ba, h/w flrs throughout the 1st flr & a 1 car attached garage you’ll find this remarkable home energy-efficient and filled with natural light. Location, location!	Contemporary, Ranch	1	1	Forced Air, Gas		Davis/Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave;Foundation:Fieldstone;Construction:Frame;Exterior:Shingles;Exterior Features:Patio;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;	SF	Springs Road	78	78	http://media.mlspin.com/photo.aspx?mls=71217833	
71242020	SLD	919000	899000	6/2/2011	7/23/2011		15	7	9 Avon Rd	Bedford	MA	01730		5	3.5	3987	22	47682	Diana Jarvis	Coldwell Banker Residential Brokerage - Lexington	(781) 862-2600	Lock Box, Call ShowingTime at 888-627-2775	This Victorian influenced Colonial is packed w designer details - Stained glass accent window, Ceiling medallions, Walnut inlay hardwood floors, built-ins.  Recently renovated kitchen sparkles with over 35 ft of Granite countertops.  A Multi-level deck off the family room allows ample space for outdoor entertaining, offering views of surrounding conservation.  Master Suite boasts a walk-in closet spanning the entire length of the room & Master Bath that rivals any spa.  Au pair/In-law potential.	Colonial, Victorian	1	2	Hot Water Baseboard, Oil		Davis / Lane	JGMS	BHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch, Deck, Gutters, Professional Landscaping, Sprinkler System, Fenced Yard, Satellite Dish;Insulation:--;Electric:200 Amps;Interior Features:Security System, Cable Available, Sauna/Steam/Hot Tub, French Doors;Hot Water:--;	SF	Avon Rd	9	9	http://media.mlspin.com/photo.aspx?mls=71242020	
71219813	SLD	415000	410000	4/21/2011	7/25/2011		23	4	3 Sunnyfield Road	Bedford	MA	01730		2	1.5	1636	62	10000	Team Suzanne and Company	Keller Williams Realty Boston Northwest	(978) 369-5775	Call ShowingTime at 888-627-2775	Presenting a charming Bedford Cape in a fantastic,quiet neighborhood! The first floor of this home has been modified to create a a very open, sunny floor plan! Not your typical Cape! Granite kitchen. 2 front to back bedrooms and full updated bath on the second floor. Family room in lower level.Hardwood floors throughout, and a fireplace too! We love the oversized screened in porch and perfectly proportioned fenced in yard! An excellent price point for this neighborhood. Open house SATURDAY 12-2!	Cape	1	0	Hot Water Baseboard, Oil		DavisK-2Lane3-5	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch, Gutters, Storage Shed, Screens;Insulation:Fiberglass;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Oil, Tank;	SF	Sunnyfield Road	3	3	http://media.mlspin.com/photo.aspx?mls=71219813	
71235272	SLD	418000	402500	5/19/2011	7/26/2011		33	21	1 Perham Street	Bedford	MA	01730		3	2	1600	66	11919	Team Suzanne and Company	Keller Williams Realty Boston Northwest	(978) 369-5775	Call ShowingTime at 888-627-2775	Convenient and desirable "Lexington Park" neighborhood is home to this sweet Cape! New kitchen features maple cabinets, Quartz counters, corner sink, tile backsplash and stainless appliances. Great sitting room which also serves as a mud room area right off kitchen. Living room w/ wood-burning fireplace and built-ins. Dining room w/ wainscotting. 2 full baths. Hardwood floors throughout! Ideal extra space in the lower level family room! All this plus a large deck and 1 car garage. Welcome home!	Cape	1	1	Hot Water Baseboard, Oil		DavisK-2Lane3-5	John Glenn	Bedford High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Storage Shed;Insulation:Fiberglass;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available, Whole House Fan;Hot Water:Oil, Tank;	SF	Perham Street	1	1	http://media.mlspin.com/photo.aspx?mls=71235272	
71242926	SLD	389000	386500	6/3/2011	7/28/2011		46	11	6 Curve St	Bedford	MA	01730		3	1.5	1569	62	11120	Linda Cargiuolo	William Raveis R.E. & Home Services	(781) 861-9600	Call ShowingTime at 888-627-2775	Great curb appeal in a neighborhood setting. Expanded cape on a corner lot with beautiful flowering shrubs. Owner has just replaced heating system, updated the electrical system and replaced bulkhead. Roof partially replaced in 2007. Price reflects the updating and cosmetics still needed to make this a lovely home and super investment. Sold "as-is". Bedford schools highly rated, #6 in Best of Boston. No show till Sat 6/4	Cape	1	0	Hot Water Baseboard, Oil		Davis/Lane	John Glenn	Bedford	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Storage Shed;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Tankless;	SF	Curve St	6	6	http://media.mlspin.com/photo.aspx?mls=71242926	
71178197	SLD	539000	510000	1/13/2011	8/1/2011		258	151	253 Great Road	Bedford	MA	01730		3	2.5	3363	140	26000	Elizabeth Browning	Keller Williams Realty	(617) 497-8900	Call List Agent, Accompanied Showings, Appointment Required	Charming colonial situated on over a ½ an acre of land with an enormous detached barn. Cathedral ceilings & sky lights bring warmth and light into this beautiful family home. Many updates including blown-in insulation, exterior paint, renovated bathrooms, new lighting, gut rehab of kitchen with high-end stainless steel appliances. A/C on 1st floor and hardwood and wide pine floors throughout. Spacious Master Suite. This home has the cleanest basement in Bedford!	Colonial	1	2	Hot Water Baseboard, Gas, Electric		Davis	Glenn	Bedford	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet, Pine;Appliances:Wall Oven, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Fieldstone, Brick;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch, Deck, Fenced Yard;Insulation:Full, Blown In;Electric:--;Interior Features:Walk-up Attic, French Doors;Hot Water:Natural Gas;	SF	Great Road	253	253	http://media.mlspin.com/photo.aspx?mls=71178197	
71246696	SLD	499000	499500	6/10/2011	8/2/2011		10	7	8 Curve Street	Bedford	MA	01730		3	2	1608	62	10000	Mark Lesses	Coldwell Banker Residential Brokerage - Arlington	(781) 648-6500	Call List Office, Lock Box, Key in Office, Appointment Required	Bedford Beauty! Exquisite three Bedroom Cape on fabulous 10KSF level lot. Don't miss this beautiful home that’s being meticulously cared for.    Offering hardwood floors, stunning custom cherry cook’s kitchen, fabulous fireplaced living room, relaxing family room, two full tile bathrooms, great fenced yard for summer entertaining, storage shed, and more!	Cape	1	0	Hot Water Radiators, Gas		Davis/Lane	Glenn	BHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Concrete, Hardwood;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:--;Hot Water:--;	SF	Curve Street	8	8	http://media.mlspin.com/photo.aspx?mls=71246696	
71228740	SLD	732000	715000	5/6/2011	8/12/2011		53	38	23 Page Road	Bedford	MA	01730		5	3.5	3572	58	71481	Gail Donovan Hartwell	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Lock Box, Key in Office, Appointment Required, Sign	Polished to perfection this 3600+ sq. ft. custom Contemporary gem on 1.6 acres leaves no work for the new owner.  From the stunning kitchen with cherry cabinetry, granite countertops to the 3 gorgeous, totally renovated bathrooms with marble floors and walls.  All windows were replaced with Marvin Low E or Andersen.  Other improvements: laundry room with custom cabinetry, central vac, alarm system,  There's a separate 2 storey studio building which is perfect for au pair or endless possibilities	Contemporary	1	2	Hot Water Baseboard, Gas		Davis and Lane	John Glenn	Bedford	Basement:No;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Patio;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available;Hot Water:Natural Gas, Separate Booster;	SF	Page Road	23	23	http://media.mlspin.com/photo.aspx?mls=71228740	
71251440	SLD	415000	419000	6/21/2011	8/12/2011		28	3	287 South Rd	Bedford	MA	01730		3	1.5	1536	60	15030	Linda Cargiuolo	William Raveis R.E. & Home Services	(781) 861-9600	Call ShowingTime at 888-627-2775	Get away without going away! Cool off in this beautiful perennial backyard with i.g. pool. A great way to beat the heat. A very solid Cape with 3/4 BRs and gleaming HW floors, featuring custom made kitchen cabinets and a spacious and bright country kitchen. A 1st floor master and an optional 4th BR/Office on 1st flr. plus 2 good sized BRs up. Bedford schools ranked 6th in the Best of Boston Top Fifty. Great commuter location, easy acccess to Rt 128 and Hanscom	Cape	1	1	Hot Water Baseboard, Oil		Davis/Lane	Glenn		Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Patio, Pool - Inground, Storage Shed;Insulation:Unknown;Electric:--;Interior Features:--;Hot Water:--;	SF	South Rd	287	287	http://media.mlspin.com/photo.aspx?mls=71251440	
71231711	SLD	1175000	1145000	5/12/2011	8/15/2011		35	9	18 Copeland Dr	Bedford	MA	01730		4	3.5	4072	15	30709	Jean Colbath	Realty Executives Metro West	(781) 641-3200	Call List Agent, Appointment Required, Sign	The essence of this EXTRAORDINARY ENGLISH COUNTRY MANOR COLONIAL, is captured... in the European elegance, flawless design, a facade accented by stone, delightful front porch w/mahogany flr & lavish landscaping..UNPARALLELED WORKMANSHIP & EXTENSIVE CUSTOM MILL WORK thruout..Sophisticated entertain spaces,blend w/the comforts of a casual lifestyle.1st Flr MBR Ste & 2ndFlr. Guest Rm w/fl ba/sitting area.Grand Staircase~ 2-story Foyer. incredible Step-down LR/Fam Rm..Truly magnificent & exceptional	Colonial, Ranch	1	3	Hot Air Gravity, Oil		DAVIS/LANE	JOHN GLENN M.S.	BEDFORD H.S.	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Metal;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer, Water Treatment;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Stone;Exterior Features:Porch, Patio, Gutters, Professional Landscaping, Sprinkler System, Decorative Lighting, Screens;Insulation:Full;Electric:Circuit Breakers;Interior Features:Central Vacuum, Security System, Cable Available, French Doors;Hot Water:Electric, Tank;	SF	Copeland Dr	18	18	http://media.mlspin.com/photo.aspx?mls=71231711	
71246314	SLD	520000	520000	6/9/2011	8/19/2011		36	20	12 Jeffrey Circle	Bedford	MA	01730	West Bedford 	3	2	2350	50	39000	Team Suzanne and Company	Keller Williams Realty Boston Northwest	(978) 369-5775	Call ShowingTime at 888-627-2775	Showhouse!! This beautiful ranch has undergone a renovation worthy of an award. Wait until you see the kitchen! Cook's dream w/ granite counters, gas cooktop, huge island, lovely tile backsplash, built in desk, and more. A spacious dining area w/ wall of windows and a fantastic screened-in porch round this space out and create the perfect place to gather! Living room,family room both feature wood burning fireplaces.Both baths completely redone. HW floors throughout main flr. Quiet street too!	Ranch	1	0	Hot Water Baseboard, Gas		DavisK-2Lane3-5	John Glenn	Bedford High	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Patio, Storage Shed;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Jeffrey Circle	12	12	http://media.mlspin.com/photo.aspx?mls=71246314	
71191824	SLD	899000	855000	2/24/2011	8/25/2011		146	112	3 Flintlock Dr	Bedford	MA	01730		5	3	2997	23	34420	Debbie Spencer	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	Ideally situated in the Rev Ridge Estates, this elegant 5 BR, 2 full & 2 half BA Col epitomizes family living. This spectacular home is equipped w/ an open & bright eat-in kit that graciously flows into the fab fam rm w/ flr to ceiling FP, vaulted ceilings, skylights & sliders leading to the back deck. The LL offers a fantastic exercise room, half bath, storage areas, enormous billiards room & media room. Walk-up 3rd flr for future expansion. Relax on the back deck or screened in porch.	Colonial	1	2	Forced Air, Hot Water Baseboard, Gas		Davis/Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Enclosed, Deck;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available, Walk-up Attic;Hot Water:Natural Gas, Tank;	SF	Flintlock Dr	3	3	http://media.mlspin.com/photo.aspx?mls=71191824	
71231832	SLD	579000	565000	5/12/2011	8/25/2011		81	63	24 Pine St	Bedford	MA	01730		3	2	2138	48	31087	Debbie Spencer	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	This gorgeous home shows pride of ownership inside & out. Stunning home, great loca, superb neighborhood, nothing to do but move in & enjoy..what's not to love? This impeccable maintained home is sure to impress even the most discerning buyer. Deceiving from the road, this special home offers an amazing gourmet kit opened to the stunning vaulted FR, formal DR & LR & wonderful LL w/ FR, play rm and 4th BR. Gorgeous yard w/ mature trees, lge deck & patio perfect for BBQ's! Easy access to rt 128!	Split Entry	1	1	Hot Water Baseboard, Gas		Davis/Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Patio, Storage Shed;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Tank;	SF	Pine St	24	24	http://media.mlspin.com/photo.aspx?mls=71231832	
71252992	SLD	359000	334000	6/23/2011	8/26/2011		16	4	11 Summer Street	Bedford	MA	01730		3	1	828	83	39040	Debbie Spencer	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	Exceptional opportunity to own a piece of property in Bedford in a wonderful commuter location. Sited far off the road and atop a small hill, this lovely home is ready for all your personal touches. A contractor or handyman special, this loved for home has the potential to be beautiful once again. Gracious entry onto the property with the long circular driveway, oversized 1 car detached garage and many mature trees. Easy access to route 128 & hanscom air force base.	Bungalow	1	1	Forced Air, Oil		Davis/Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Tank;	SF	Summer Street	11	11	http://media.mlspin.com/photo.aspx?mls=71252992	
71260606	SLD	419000	417400	7/12/2011	8/30/2011		3	3	228 Great Road	Bedford	MA	01730		3	1.5	1142	89	21104	Suzanne Palmeri	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	Beyond the stone wall covered with tumbling roses, charming Village Colonial is sited on a beautifully landscaped double lot with 21,104 square feet, in a "walk to everything" location. Filled with period detail & charm including high ceilings, molding, fireplace diningroom & gracious 19 foot enclosed rocking chair front porch. New kitchen, gleaming hardwood floors, newer roof & hot water tank also freshly painted designer colors throughout.Picket fence encloses private backyard with stone patio	Colonial	1	1	Steam, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer, Freezer - Upright;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio, Storage Shed, Professional Landscaping;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;	SF	Great Road	228	228	http://media.mlspin.com/photo.aspx?mls=71260606	
71266718	SLD	468000	463000	7/26/2011	8/30/2011		2	2	7 Appletree Lane	Bedford	MA	01730		3	2	1836	54	40124	Gail Donovan Hartwell	The Higgins Group REALTORS®	(781) 275-1990	Call List Agent, Key in Office, Appointment Required	In wonderful location, a large Cape style home with 7 rooms including the fireplaced living room, formal dining room and large eat-in kitchen with adjoining family room. Also at this level, a bedroom with walk-in closet, a full expanded bath with washer and dryer and a 2-car attached garage. Upstairs, 2 front-to-back bedrooms and a second full bath. Set on nearly an acre of pretty land.	Cape	1	2	Hot Water Baseboard		Davis and Lane	John Glenn	BHS	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Laminate;Appliances:Range, Wall Oven, Disposal, Refrigerator, Freezer, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Gutters;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Tank;	SF	Appletree Lane	7	7	http://media.mlspin.com/photo.aspx?mls=71266718	
71241219	SLD	699000	680000	6/1/2011	9/1/2011		243	35	60 South Road	Bedford	MA	01730		4	3.5	3615	154	21780	Team Suzanne and Company	Keller Williams Realty Boston Northwest	(978) 369-5775	Call ShowingTime at 888-627-2775	*New price and seller will paint ext w/ acceptable offer!* A prominent and stunning landmark, "Hiram Hutchinson" house is sure to captivate and impress. Originally built circa 1861 but w/ an extensive renovation complete, this is truly the perfect fusion of historic character + hip style! The open floor plan w/ custom kitchen at the heart, is perfect for entertaining or everyday relaxing. Master ste w/ fireplace. Front/back staircases. Lovely built-ins, inlaid floors,hi ceilings, Legal acc.apt	Colonial, Victorian, Antique	1	2	Gas		DavisK-2Lane3-5	John Glenn	Bedford	Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Disposal, Microwave;Foundation:Poured Concrete, Fieldstone, Brick;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch, Deck, Patio, Covered Patio/Deck, Gutters, Hot Tub/Spa, Storage Shed, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas;	SF	South Road	60	60	http://media.mlspin.com/photo.aspx?mls=71241219	
71200028	SLD	474000	450000	3/15/2011	9/7/2011		164	161	46 Concord Road	Bedford	MA	01730		4	2	1791	66	58089	Gregory Burch	Hammond Residential	(978) 369-3999	Call List Agent, Lock Box, Sign	Comfortable Gabled Cape w/ Farmer's Porch on private south-facing, stonewall-enclosed 1.33 acres of open-space and tree-lined seclusion. 4 BR, 2 full baths offer diversity of use. LR w/fireplace. Family Room has private entrance suitable for home-office. Full dry basement w/ guaranteed B-Dry system. Recently renovated kitchen, bath up-grades and chimney lined 2011. Ample under-eve storage and extra space in garage. Proximate to High School, Library, Town Center and commuter routes. A lovely home	Cape	1	1	Central Heat, Hot Water Baseboard, Gas					Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Dryer;Foundation:Concrete Block, Irregular;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Gutters;Insulation:Unknown;Electric:220 Volts, Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;	SF	Concord Road	46	46	http://media.mlspin.com/photo.aspx?mls=71200028	
71248447	SLD	495000	480000	6/14/2011	9/9/2011		69	42	2 Russett Rd	Bedford	MA	01730		3	1	1224	58	48620	Debbie Spencer	The Higgins Group REALTORS®	(781) 862-1700	Call ShowingTime at 888-627-2775	One floor living at its very finest! Completely redone in 2004, this home is ready to impress. From the sunny eat-in kit w/ quartz countertops, tile & cherry cabinetry to the formal LR w/ stunning stone f/p, you are sure to fall in love. No detail spared when designing this home which is evident from the moment you step foot in the door. Enjoy the radiant floor heating throughout, sky lit bath with jetted tub, sunken family room & large side deck. A car enthusiast's dream w/ 4 bay garage!	Ranch	1	4	Hot Water Baseboard, Radiant, Gas		Davis/Lane	John Glenn	Bedford High	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Compactor;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:Deck, Professional Landscaping, Sprinkler System;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;	SF	Russett Rd	2	2	http://media.mlspin.com/photo.aspx?mls=71248447	
71261671	SLD	535000	512400	7/14/2011	9/10/2011		29	11	64 DUNSTER ROAD	Bedford	MA	01730		3	1.5	2500	43	30491	Jean Colbath	Realty Executives Metro West	(781) 641-3200	Lock Box, Appointment Required, Sign	Uptown~Quiet,Side St...walk to "T",Whole Fds,Sprgs Brk,Bike trl! You'll love the  attract, lev lot w/plethora of perennials..manmade/pond~water lilies&waterfal.100's bulbs.Patio (w/retract awng),provide respite from hectic lives.FANTASTIC,CONTEMP,CATH CEIL ADD, enhances trad Col (2x6 const).Gourmet Kit-Euro cab,CORIAN-cnttop,.Dble oven.GRANITE-Isl w/cooktp opns to Lg Fam.Rm~ w/ "GREEN" - STATE of ART 3 YR old PELLET STVE ..Fr Dr- Patio.Xtra Rm off FR.Sit Rm/off 2ndFlr.HUGE ATTIC.Nu Wind.Gas St.	Colonial, Garrison, Contemporary	1	1	Electric Baseboard, Electric		DAVIS/LANE	JOHN GLENN	BEDFORD H.S.	Basement:No;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal;Foundation:Slab;Construction:Frame, Conventional (2x4-2x6);Exterior:Vinyl;Exterior Features:Porch, Patio, Covered Patio/Deck, Storage Shed, Professional Landscaping;Insulation:Full;Electric:Circuit Breakers, 200 Amps;Interior Features:French Doors;Hot Water:Electric, Tank;	SF	DUNSTER ROAD	64	64	http://media.mlspin.com/photo.aspx?mls=71261671	
71122690	SLD	875000	850000	8/12/2010	9/12/2011		353	337	7 Buehler Road	Bedford	MA	01730		4	3.5	3300	20	32227	Diane Cadogan Hughes	The Higgins Group REALTORS®	(781) 275-1990	Lock Box, Appointment Required	WOW! Take another look! FRESH NEW UPDATES INCL NEW STAINLESS KITCHEN APPLIANCES!  Great value offered under tax assessment! Southern exposure in gorgeous Bedford neighborhd, offering many unexpected nooks & crannies including butler’s pantry, 2nd fl open hallway reading nook, master suite w/separate sitting room/nursery, 1st floor study/living room w/ built-in cabinetry, huge deck, patio, as well as combined laundry/mudroom and a 3 bay garage!  Finished LL offers full bath! Must see!	Colonial	1	3	Hot Water Baseboard, Propane		Davis/Lane	John Glenn	BHS	Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood, Stone;Exterior Features:Deck, Patio, Storage Shed, Sprinkler System;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Propane Gas;	SF	Buehler Road	7	7	http://media.mlspin.com/photo.aspx?mls=71122690	
